101 101

   0.0000000e+00   0.0000000e+00
   2.4671982e-04   3.7031768e-03
   9.8663579e-04   7.3555157e-03
   2.2190177e-03   1.0955554e-02
   3.9426493e-03   1.4501476e-02
   6.1558297e-03   1.7991122e-02
   8.8563746e-03   2.1422005e-02
   1.2041619e-02   2.4791330e-02
   1.5708419e-02   2.8096018e-02
   1.9853157e-02   3.1332730e-02
   2.4471742e-02   3.4497899e-02
   2.9559616e-02   3.7587764e-02
   3.5111757e-02   4.0598400e-02
   4.1122687e-02   4.3525760e-02
   4.7586474e-02   4.6365714e-02
   5.4496738e-02   4.9114084e-02
   6.1846660e-02   5.1766687e-02
   6.9628986e-02   5.4319378e-02
   7.7836037e-02   5.6768087e-02
   8.6459713e-02   5.9108860e-02
   9.5491503e-02   6.1337897e-02
   1.0492249e-01   6.3451590e-02
   1.1474338e-01   6.5446557e-02
   1.2494447e-01   6.7319673e-02
   1.3551569e-01   6.9068105e-02
   1.4644661e-01   7.0689332e-02
   1.5772645e-01   7.2181175e-02
   1.6934407e-01   7.3541811e-02
   1.8128801e-01   7.4769797e-02
   1.9354647e-01   7.5864077e-02
   2.0610737e-01   7.6823993e-02
   2.1895831e-01   7.7649293e-02
   2.3208660e-01   7.8340130e-02
   2.4547929e-01   7.8897060e-02
   2.5912316e-01   7.9321039e-02
   2.7300475e-01   7.9613412e-02
   2.8711035e-01   7.9775903e-02
   3.0142605e-01   7.9810600e-02
   3.1593772e-01   7.9719935e-02
   3.3063104e-01   7.9506671e-02
   3.4549150e-01   7.9173872e-02
   3.6050445e-01   7.8724887e-02
   3.7565506e-01   7.8163321e-02
   3.9092838e-01   7.7493011e-02
   4.0630934e-01   7.6718003e-02
   4.2178277e-01   7.5842518e-02
   4.3733338e-01   7.4870936e-02
   4.5294584e-01   7.3807763e-02
   4.6860474e-01   7.2657605e-02
   4.8429462e-01   7.1425153e-02
   5.0000000e-01   7.0115150e-02
   5.1570538e-01   6.8732377e-02
   5.3139526e-01   6.7281628e-02
   5.4705416e-01   6.5767698e-02
   5.6266662e-01   6.4195363e-02
   5.7821723e-01   6.2569367e-02
   5.9369066e-01   6.0894413e-02
   6.0907162e-01   5.9175150e-02
   6.2434494e-01   5.7416168e-02
   6.3949555e-01   5.5621992e-02
   6.5450850e-01   5.3797078e-02
   6.6936896e-01   5.1945810e-02
   6.8406228e-01   5.0072503e-02
   6.9857395e-01   4.8181402e-02
   7.1288965e-01   4.6276685e-02
   7.2699525e-01   4.4362466e-02
   7.4087684e-01   4.2442801e-02
   7.5452071e-01   4.0521690e-02
   7.6791340e-01   3.8603084e-02
   7.8104169e-01   3.6690892e-02
   7.9389263e-01   3.4788981e-02
   8.0645353e-01   3.2901184e-02
   8.1871199e-01   3.1031306e-02
   8.3065593e-01   2.9183122e-02
   8.4227355e-01   2.7360384e-02
   8.5355339e-01   2.5566819e-02
   8.6448431e-01   2.3806131e-02
   8.7505553e-01   2.2081998e-02
   8.8525662e-01   2.0398070e-02
   8.9507751e-01   1.8757967e-02
   9.0450850e-01   1.7165267e-02
   9.1354029e-01   1.5623505e-02
   9.2216396e-01   1.4136162e-02
   9.3037101e-01   1.2706656e-02
   9.3815334e-01   1.1338330e-02
   9.4550326e-01   1.0034440e-02
   9.5241353e-01   8.7981442e-03
   9.5887731e-01   7.6324867e-03
   9.6488824e-01   6.5403850e-03
   9.7044038e-01   5.5246153e-03
   9.7552826e-01   4.5877977e-03
   9.8014684e-01   3.7323824e-03
   9.8429158e-01   2.9606352e-03
   9.8795838e-01   2.2746240e-03
   9.9114363e-01   1.6762066e-03
   9.9384417e-01   1.1670186e-03
   9.9605735e-01   7.4846272e-04
   9.9778098e-01   4.2170005e-04
   9.9901336e-01   1.8764182e-04
   9.9975328e-01   4.6943453e-05
   1.0000000e+00  -0.0000000e+00
   0.0000000e+00   0.0000000e+00
   2.4671982e-04  -3.7031768e-03
   9.8663579e-04  -7.3555157e-03
   2.2190177e-03  -1.0955554e-02
   3.9426493e-03  -1.4501476e-02
   6.1558297e-03  -1.7991122e-02
   8.8563746e-03  -2.1422005e-02
   1.2041619e-02  -2.4791330e-02
   1.5708419e-02  -2.8096018e-02
   1.9853157e-02  -3.1332730e-02
   2.4471742e-02  -3.4497899e-02
   2.9559616e-02  -3.7587764e-02
   3.5111757e-02  -4.0598400e-02
   4.1122687e-02  -4.3525760e-02
   4.7586474e-02  -4.6365714e-02
   5.4496738e-02  -4.9114084e-02
   6.1846660e-02  -5.1766687e-02
   6.9628986e-02  -5.4319378e-02
   7.7836037e-02  -5.6768087e-02
   8.6459713e-02  -5.9108860e-02
   9.5491503e-02  -6.1337897e-02
   1.0492249e-01  -6.3451590e-02
   1.1474338e-01  -6.5446557e-02
   1.2494447e-01  -6.7319673e-02
   1.3551569e-01  -6.9068105e-02
   1.4644661e-01  -7.0689332e-02
   1.5772645e-01  -7.2181175e-02
   1.6934407e-01  -7.3541811e-02
   1.8128801e-01  -7.4769797e-02
   1.9354647e-01  -7.5864077e-02
   2.0610737e-01  -7.6823993e-02
   2.1895831e-01  -7.7649293e-02
   2.3208660e-01  -7.8340130e-02
   2.4547929e-01  -7.8897060e-02
   2.5912316e-01  -7.9321039e-02
   2.7300475e-01  -7.9613412e-02
   2.8711035e-01  -7.9775903e-02
   3.0142605e-01  -7.9810600e-02
   3.1593772e-01  -7.9719935e-02
   3.3063104e-01  -7.9506671e-02
   3.4549150e-01  -7.9173872e-02
   3.6050445e-01  -7.8724887e-02
   3.7565506e-01  -7.8163321e-02
   3.9092838e-01  -7.7493011e-02
   4.0630934e-01  -7.6718003e-02
   4.2178277e-01  -7.5842518e-02
   4.3733338e-01  -7.4870936e-02
   4.5294584e-01  -7.3807763e-02
   4.6860474e-01  -7.2657605e-02
   4.8429462e-01  -7.1425153e-02
   5.0000000e-01  -7.0115150e-02
   5.1570538e-01  -6.8732377e-02
   5.3139526e-01  -6.7281628e-02
   5.4705416e-01  -6.5767698e-02
   5.6266662e-01  -6.4195363e-02
   5.7821723e-01  -6.2569367e-02
   5.9369066e-01  -6.0894413e-02
   6.0907162e-01  -5.9175150e-02
   6.2434494e-01  -5.7416168e-02
   6.3949555e-01  -5.5621992e-02
   6.5450850e-01  -5.3797078e-02
   6.6936896e-01  -5.1945810e-02
   6.8406228e-01  -5.0072503e-02
   6.9857395e-01  -4.8181402e-02
   7.1288965e-01  -4.6276685e-02
   7.2699525e-01  -4.4362466e-02
   7.4087684e-01  -4.2442801e-02
   7.5452071e-01  -4.0521690e-02
   7.6791340e-01  -3.8603084e-02
   7.8104169e-01  -3.6690892e-02
   7.9389263e-01  -3.4788981e-02
   8.0645353e-01  -3.2901184e-02
   8.1871199e-01  -3.1031306e-02
   8.3065593e-01  -2.9183122e-02
   8.4227355e-01  -2.7360384e-02
   8.5355339e-01  -2.5566819e-02
